OPTION CODE,OPTION CODE COMPAT,TYPE,DESCRIPTION,YEAR
AB1,AB4,BASECO,Options are compatible at LAND USE LEVEL,2025
AB1,AGF1,BASECO,Options are compatible at LAND USE LEVEL,2025
AB1,AGF2,BASECO,Options are compatible at LAND USE LEVEL,2025
AB1,BE3,BASECO,Options are compatible at LAND USE LEVEL,2025
AB1,BE6,BASECO,Options are compatible at LAND USE LEVEL,2025
AB1,BE7,BASECO,Options are compatible at LAND USE LEVEL,2025
AB1,CAGF1,BASECO,Options are compatible at LAND USE LEVEL,2025
AB1,CAGF2,BASECO,Options are compatible at LAND USE LEVEL,2025
AB1,CAGF3,BASECO,Options are compatible at LAND USE LEVEL,2025
AB1,CAGF4,BASECO,Options are compatible at LAND USE LEVEL,2025
AB1,CSAM1,BASECO,Options are compatible at LAND USE LEVEL,2025
AB1,CSP1,BASECO,Options are compatible at LAND USE LEVEL,2025
AB1,CSP12,BASECO,Options are compatible at LAND USE LEVEL,2025
AB1,CSP13,BASECO,Options are compatible at LAND USE LEVEL,2025
AB1,CSP14,BASECO,Options are compatible at LAND USE LEVEL,2025
AB1,CSP15,BASECO,Options are compatible at LAND USE LEVEL,2025
AB1,CSP16,BASECO,Options are compatible at LAND USE LEVEL,2025
AB1,CSP17,BASECO,Options are compatible at LAND USE LEVEL,2025
AB1,CSP18,BASECO,Options are compatible at LAND USE LEVEL,2025
AB1,CSP19,BASECO,Options are compatible at LAND USE LEVEL,2025
AB1,CSP20,BASECO,Options are compatible at LAND USE LEVEL,2025
AB1,CSP21,BASECO,Options are compatible at LAND USE LEVEL,2025
AB1,CSP3,BASECO,Options are compatible at LAND USE LEVEL,2025
AB1,CSP7,BASECO,Options are compatible at LAND USE LEVEL,2025
AB1,CSP9,BASECO,Options are compatible at LAND USE LEVEL,2025
AB1,CWS1,BASECO,Options are compatible at LAND USE LEVEL,2025
AB1,CWS3,BASECO,Options are compatible at LAND USE LEVEL,2025
AB1,FG6,SUPBPA,First option is base for the second option at PARCEL LEVEL,2025
AB1,HRW1,BASECO,Options are compatible at LAND USE LEVEL,2025
AB1,HRW2,BASECO,Options are compatible at LAND USE LEVEL,2025
AB1,HRW3,BASECO,Options are compatible at LAND USE LEVEL,2025
AB1,IPM4,BASECO,Options are compatible at LAND USE LEVEL,2025
AB1,MOR1,BASECO,Options are compatible at LAND USE LEVEL,2025
AB1,PRF1,BASECO,Options are compatible at LAND USE LEVEL,2025
AB1,PRF2,BASECO,Options are compatible at LAND USE LEVEL,2025
AB1,SAM1,BASECO,Options are compatible at LAND USE LEVEL,2025
AB1,SOH1,BASECO,Options are compatible at LAND USE LEVEL,2025
AB1,SP1,SUPBAS,First option is base for the second option at LAND USE LEVEL,2025
AB1,SP9,SUPBAS,First option is base for the second option at LAND USE LEVEL,2025
AB1,SW17,BASECO,Options are compatible at LAND USE LEVEL,2025
AB1,WT3,BASECO,Options are compatible at LAND USE LEVEL,2025
AB10,AB11,BASECO,Options are compatible at LAND USE LEVEL,2025
AB10,AB13,BASECO,Options are compatible at LAND USE LEVEL,2025
AB10,AB14,BASECO,Options are compatible at LAND USE LEVEL,2025
AB10,AB15,BASECO,Options are compatible at LAND USE LEVEL,2025
AB10,AB16,BASECO,Options are compatible at LAND USE LEVEL,2025
AB10,AB2,BASECO,Options are compatible at LAND USE LEVEL,2025
AB10,AB4,BASECO,Options are compatible at LAND USE LEVEL,2025
AB10,AB7,BASECO,Options are compatible at LAND USE LEVEL,2025
AB10,AB9,BASECO,Options are compatible at LAND USE LEVEL,2025
AB10,AGF1,BASECO,Options are compatible at LAND USE LEVEL,2025
AB10,AGF2,BASECO,Options are compatible at LAND USE LEVEL,2025
AB10,AHW6,BASECO,Options are compatible at LAND USE LEVEL,2025
AB10,BE3,BASECO,Options are compatible at LAND USE LEVEL,2025
AB10,BE6,BASECO,Options are compatible at LAND USE LEVEL,2025
AB10,BE7,BASECO,Options are compatible at LAND USE LEVEL,2025
AB10,CAB2,BASECO,Options are compatible at LAND USE LEVEL,2025
AB10,CAGF1,BASECO,Options are compatible at LAND USE LEVEL,2025
AB10,CAGF2,BASECO,Options are compatible at LAND USE LEVEL,2025
AB10,CAGF3,BASECO,Options are compatible at LAND USE LEVEL,2025
AB10,CAGF4,BASECO,Options are compatible at LAND USE LEVEL,2025
AB10,CHS3,BASECO,Options are compatible at LAND USE LEVEL,2025
AB10,CHS9,BASECO,Options are compatible at LAND USE LEVEL,2025
AB10,CSAM1,BASECO,Options are compatible at LAND USE LEVEL,2025
AB10,CSP1,BASECO,Options are compatible at LAND USE LEVEL,2025
AB10,CSP12,BASECO,Options are compatible at LAND USE LEVEL,2025
AB10,CSP13,BASECO,Options are compatible at LAND USE LEVEL,2025
AB10,CSP14,BASECO,Options are compatible at LAND USE LEVEL,2025
AB10,CSP15,BASECO,Options are compatible at LAND USE LEVEL,2025
AB10,CSP16,BASECO,Options are compatible at LAND USE LEVEL,2025
AB10,CSP17,BASECO,Options are compatible at LAND USE LEVEL,2025
AB10,CSP18,BASECO,Options are compatible at LAND USE LEVEL,2025
AB10,CSP19,BASECO,Options are compatible at LAND USE LEVEL,2025
AB10,CSP20,BASECO,Options are compatible at LAND USE LEVEL,2025
AB10,CSP21,BASECO,Options are compatible at LAND USE LEVEL,2025
AB10,CSP3,BASECO,Options are compatible at LAND USE LEVEL,2025
AB10,CSP7,BASECO,Options are compatible at LAND USE LEVEL,2025
AB10,CSP9,BASECO,Options are compatible at LAND USE LEVEL,2025
AB10,CWS1,BASECO,Options are compatible at LAND USE LEVEL,2025
AB10,CWS3,BASECO,Options are compatible at LAND USE LEVEL,2025
AB10,FG6,SUPBPA,First option is base for the second option at PARCEL LEVEL,2025
AB10,HRW1,BASECO,Options are compatible at LAND USE LEVEL,2025
AB10,HRW2,BASECO,Options are compatible at LAND USE LEVEL,2025
AB10,HRW3,BASECO,Options are compatible at LAND USE LEVEL,2025
AB10,HS3,BASECO,Options are compatible at LAND USE LEVEL,2025
AB10,HS9,BASECO,Options are compatible at LAND USE LEVEL,2025
AB10,MOR1,BASECO,Options are compatible at LAND USE LEVEL,2025
AB10,OFC3,BASECO,Options are compatible at LAND USE LEVEL,2025
AB10,OFM4,BASECO,Options are compatible at LAND USE LEVEL,2025
AB10,OR3,BASECO,Options are compatible at LAND USE LEVEL,2025
AB10,OT3,BASECO,Options are compatible at LAND USE LEVEL,2025
AB10,PRF2,BASECO,Options are compatible at LAND USE LEVEL,2025
AB10,PRF4,BASECO,Options are compatible at LAND USE LEVEL,2025
AB10,RP32,BASEPA,Options are NOT compatible at PARCEL LEVEL,2025
AB10,RP33,BASEPA,Options are NOT compatible at PARCEL LEVEL,2025
AB10,SAM1,BASECO,Options are compatible at LAND USE LEVEL,2025
AB10,SOH1,BASECO,Options are compatible at LAND USE LEVEL,2025
AB10,SP9,SUPBAS,First option is base for the second option at LAND USE LEVEL,2025
AB10,SW17,BASECO,Options are compatible at LAND USE LEVEL,2025
AB10,SW5,BASECO,Options are compatible at LAND USE LEVEL,2025
AB10,SW6,BASECO,Options are compatible at LAND USE LEVEL,2025
AB10,WT3,BASECO,Options are compatible at LAND USE LEVEL,2025
AB11,AB10,BASECO,Options are compatible at LAND USE LEVEL,2025
AB11,AB13,BASECO,Options are compatible at LAND USE LEVEL,2025
AB11,AB14,BASECO,Options are compatible at LAND USE LEVEL,2025
AB11,AB15,BASECO,Options are compatible at LAND USE LEVEL,2025
AB11,AB16,BASECO,Options are compatible at LAND USE LEVEL,2025
AB11,AB2,BASECO,Options are compatible at LAND USE LEVEL,2025
AB11,AB4,BASECO,Options are compatible at LAND USE LEVEL,2025
AB11,AB5,BASECO,Options are compatible at LAND USE LEVEL,2025
AB11,AB6,BASECO,Options are compatible at LAND USE LEVEL,2025
AB11,AB7,BASECO,Options are compatible at LAND USE LEVEL,2025
AB11,AB9,BASECO,Options are compatible at LAND USE LEVEL,2025
AB11,AGF1,BASECO,Options are compatible at LAND USE LEVEL,2025
AB11,AGF2,BASECO,Options are compatible at LAND USE LEVEL,2025
AB11,AHW5,BASECO,Options are compatible at LAND USE LEVEL,2025
AB11,AHW6,BASECO,Options are compatible at LAND USE LEVEL,2025
AB11,AHW7,BASECO,Options are compatible at LAND USE LEVEL,2025
AB11,BE3,BASECO,Options are compatible at LAND USE LEVEL,2025
AB11,BE6,BASECO,Options are compatible at LAND USE LEVEL,2025
AB11,BE7,BASECO,Options are compatible at LAND USE LEVEL,2025
AB11,CAB2,BASECO,Options are compatible at LAND USE LEVEL,2025
AB11,CAB5,BASECO,Options are compatible at LAND USE LEVEL,2025
AB11,CAB6,BASECO,Options are compatible at LAND USE LEVEL,2025
AB11,CAGF1,BASECO,Options are compatible at LAND USE LEVEL,2025
AB11,CAGF2,BASECO,Options are compatible at LAND USE LEVEL,2025
AB11,CAGF3,BASECO,Options are compatible at LAND USE LEVEL,2025
AB11,CAGF4,BASECO,Options are compatible at LAND USE LEVEL,2025
AB11,CHS3,BASECO,Options are compatible at LAND USE LEVEL,2025
AB11,CHS9,BASECO,Options are compatible at LAND USE LEVEL,2025
AB11,CSAM1,BASECO,Options are compatible at LAND USE LEVEL,2025
AB11,CSAM2,BASECO,Options are compatible at LAND USE LEVEL,2025
AB11,CSP1,BASECO,Options are compatible at LAND USE LEVEL,2025
AB11,CSP12,BASECO,Options are compatible at LAND USE LEVEL,2025
AB11,CSP13,BASECO,Options are compatible at LAND USE LEVEL,2025
AB11,CSP14,BASECO,Options are compatible at LAND USE LEVEL,2025
AB11,CSP15,BASECO,Options are compatible at LAND USE LEVEL,2025
AB11,CSP16,BASECO,Options are compatible at LAND USE LEVEL,2025
AB11,CSP17,BASECO,Options are compatible at LAND USE LEVEL,2025
AB11,CSP18,BASECO,Options are compatible at LAND USE LEVEL,2025
AB11,CSP19,BASECO,Options are compatible at LAND USE LEVEL,2025
AB11,CSP20,BASECO,Options are compatible at LAND USE LEVEL,2025
AB11,CSP21,BASECO,Options are compatible at LAND USE LEVEL,2025
AB11,CSP3,BASECO,Options are compatible at LAND USE LEVEL,2025
AB11,CSP7,BASECO,Options are compatible at LAND USE LEVEL,2025
AB11,CSP9,BASECO,Options are compatible at LAND USE LEVEL,2025
AB11,CWS1,BASECO,Options are compatible at LAND USE LEVEL,2025
AB11,CWS3,BASECO,Options are compatible at LAND USE LEVEL,2025
AB11,FG6,SUPBPA,First option is base for the second option at PARCEL LEVEL,2025
AB11,HRW1,BASECO,Options are compatible at LAND USE LEVEL,2025
AB11,HRW2,BASECO,Options are compatible at LAND USE LEVEL,2025
AB11,HRW3,BASECO,Options are compatible at LAND USE LEVEL,2025
AB11,HS3,BASECO,Options are compatible at LAND USE LEVEL,2025
AB11,HS9,BASECO,Options are compatible at LAND USE LEVEL,2025
AB11,MOR1,BASECO,Options are compatible at LAND USE LEVEL,2025
AB11,OFC3,BASECO,Options are compatible at LAND USE LEVEL,2025
AB11,OFC4,BASECO,Options are compatible at LAND USE LEVEL,2025
AB11,OFM4,BASECO,Options are compatible at LAND USE LEVEL,2025
AB11,OFM5,BASECO,Options are compatible at LAND USE LEVEL,2025
AB11,OR3,BASECO,Options are compatible at LAND USE LEVEL,2025
AB11,OR4,BASECO,Options are compatible at LAND USE LEVEL,2025
AB11,OT3,BASECO,Options are compatible at LAND USE LEVEL,2025
AB11,OT4,BASECO,Options are compatible at LAND USE LEVEL,2025
AB11,PRF1,BASECO,Options are compatible at LAND USE LEVEL,2025
AB11,PRF2,BASECO,Options are compatible at LAND USE LEVEL,2025
AB11,RP32,BASEPA,Options are NOT compatible at PARCEL LEVEL,2025
AB11,RP33,BASEPA,Options are NOT compatible at PARCEL LEVEL,2025
AB11,SAM1,BASECO,Options are compatible at LAND USE LEVEL,2025
AB11,SAM2,BASECO,Options are compatible at LAND USE LEVEL,2025
AB11,SOH1,BASECO,Options are compatible at LAND USE LEVEL,2025
AB11,SP1,SUPBAS,First option is base for the second option at LAND USE LEVEL,2025
AB11,SP9,SUPBAS,First option is base for the second option at LAND USE LEVEL,2025
AB11,SW17,BASECO,Options are compatible at LAND USE LEVEL,2025
AB11,SW5,BASECO,Options are compatible at LAND USE LEVEL,2025
AB11,SW6,BASECO,Options are compatible at LAND USE LEVEL,2025
AB11,WT3,BASECO,Options are compatible at LAND USE LEVEL,2025
AB12,HRW1,BASECO,Options are compatible at LAND USE LEVEL,2025
AB12,HRW2,BASECO,Options are compatible at LAND USE LEVEL,2025
AB12,HRW3,BASECO,Options are compatible at LAND USE LEVEL,2025
AB12,MOR1,BASECO,Options are compatible at LAND USE LEVEL,2025
AB12,SAM1,BASECO,Options are compatible at LAND USE LEVEL,2025
AB12,SAM2,BASECO,Options are compatible at LAND USE LEVEL,2025
AB12,SP9,SUPBAS,First option is base for the second option at LAND USE LEVEL,2025
AB12,SW17,BASECO,Options are compatible at LAND USE LEVEL,2025
AB13,AB10,BASECO,Options are compatible at LAND USE LEVEL,2025
AB13,AB11,BASECO,Options are compatible at LAND USE LEVEL,2025
AB13,AB14,BASECO,Options are compatible at LAND USE LEVEL,2025
AB13,AB15,BASECO,Options are compatible at LAND USE LEVEL,2025
AB13,AB16,BASECO,Options are compatible at LAND USE LEVEL,2025
AB13,AB2,BASECO,Options are compatible at LAND USE LEVEL,2025
AB13,AB4,BASECO,Options are compatible at LAND USE LEVEL,2025
AB13,AB7,BASECO,Options are compatible at LAND USE LEVEL,2025
AB13,AB9,BASECO,Options are compatible at LAND USE LEVEL,2025
AB13,AGF1,BASECO,Options are compatible at LAND USE LEVEL,2025
AB13,AGF2,BASECO,Options are compatible at LAND USE LEVEL,2025
AB13,AHW6,BASECO,Options are compatible at LAND USE LEVEL,2025
AB13,BE3,BASECO,Options are compatible at LAND USE LEVEL,2025
AB13,BE6,BASECO,Options are compatible at LAND USE LEVEL,2025
AB13,BE7,BASECO,Options are compatible at LAND USE LEVEL,2025
AB13,CSAM1,BASECO,Options are compatible at LAND USE LEVEL,2025
AB13,FG6,SUPBPA,First option is base for the second option at PARCEL LEVEL,2025
AB13,HS3,BASECO,Options are compatible at LAND USE LEVEL,2025
AB13,MOR1,BASECO,Options are compatible at LAND USE LEVEL,2025
AB13,OFC3,BASECO,Options are compatible at LAND USE LEVEL,2025
AB13,OFM4,BASECO,Options are compatible at LAND USE LEVEL,2025
AB13,OR3,BASECO,Options are compatible at LAND USE LEVEL,2025
AB13,OT3,BASECO,Options are compatible at LAND USE LEVEL,2025
AB13,PRF1,BASECO,Options are compatible at LAND USE LEVEL,2025
AB13,PRF2,BASECO,Options are compatible at LAND USE LEVEL,2025
AB13,PRF3,BASECO,Options are compatible at LAND USE LEVEL,2025
AB13,RP32,BASEPA,Options are NOT compatible at PARCEL LEVEL,2025
AB13,RP33,BASEPA,Options are NOT compatible at PARCEL LEVEL,2025
AB13,SAM1,BASECO,Options are compatible at LAND USE LEVEL,2025
AB13,SOH1,BASECO,Options are compatible at LAND USE LEVEL,2025
AB13,SP1,SUPBAS,First option is base for the second option at LAND USE LEVEL,2025
AB13,SP9,SUPBAS,First option is base for the second option at LAND USE LEVEL,2025
AB13,SW17,BASECO,Options are compatible at LAND USE LEVEL,2025
AB13,SW5,BASECO,Options are compatible at LAND USE LEVEL,2025
AB13,WT3,BASECO,Options are compatible at LAND USE LEVEL,2025
AB14,AB10,BASECO,Options are compatible at LAND USE LEVEL,2025
AB14,AB11,BASECO,Options are compatible at LAND USE LEVEL,2025
AB14,AB13,BASECO,Options are compatible at LAND USE LEVEL,2025
AB14,AB15,BASECO,Options are compatible at LAND USE LEVEL,2025
AB14,AB16,BASECO,Options are compatible at LAND USE LEVEL,2025
AB14,AB2,BASECO,Options are compatible at LAND USE LEVEL,2025
AB14,AB4,BASECO,Options are compatible at LAND USE LEVEL,2025
AB14,AB5,BASECO,Options are compatible at LAND USE LEVEL,2025
AB14,AB6,BASECO,Options are compatible at LAND USE LEVEL,2025
AB14,AB7,BASECO,Options are compatible at LAND USE LEVEL,2025
AB14,AB9,BASECO,Options are compatible at LAND USE LEVEL,2025
AB14,AGF1,BASECO,Options are compatible at LAND USE LEVEL,2025
AB14,AGF2,BASECO,Options are compatible at LAND USE LEVEL,2025
AB14,AHW5,BASECO,Options are compatible at LAND USE LEVEL,2025
AB14,AHW6,BASECO,Options are compatible at LAND USE LEVEL,2025
AB14,AHW7,BASECO,Options are compatible at LAND USE LEVEL,2025
AB14,BE3,BASECO,Options are compatible at LAND USE LEVEL,2025
AB14,BE6,BASECO,Options are compatible at LAND USE LEVEL,2025
AB14,BE7,BASECO,Options are compatible at LAND USE LEVEL,2025
AB14,CAB2,BASECO,Options are compatible at LAND USE LEVEL,2025
AB14,CAB5,BASECO,Options are compatible at LAND USE LEVEL,2025
AB14,CAB6,BASECO,Options are compatible at LAND USE LEVEL,2025
AB14,CAGF1,BASECO,Options are compatible at LAND USE LEVEL,2025
AB14,CAGF2,BASECO,Options are compatible at LAND USE LEVEL,2025
AB14,CAGF3,BASECO,Options are compatible at LAND USE LEVEL,2025
AB14,CAGF4,BASECO,Options are compatible at LAND USE LEVEL,2025
AB14,CHS3,BASECO,Options are compatible at LAND USE LEVEL,2025
AB14,CHS9,BASECO,Options are compatible at LAND USE LEVEL,2025
AB14,CSAM1,BASECO,Options are compatible at LAND USE LEVEL,2025
AB14,CSAM2,BASECO,Options are compatible at LAND USE LEVEL,2025
AB14,CSP1,BASECO,Options are compatible at LAND USE LEVEL,2025
AB14,CSP12,BASECO,Options are compatible at LAND USE LEVEL,2025
AB14,CSP13,BASECO,Options are compatible at LAND USE LEVEL,2025
AB14,CSP14,BASECO,Options are compatible at LAND USE LEVEL,2025
AB14,CSP15,BASECO,Options are compatible at LAND USE LEVEL,2025
AB14,CSP16,BASECO,Options are compatible at LAND USE LEVEL,2025
AB14,CSP17,BASECO,Options are compatible at LAND USE LEVEL,2025
AB14,CSP18,BASECO,Options are compatible at LAND USE LEVEL,2025
AB14,CSP19,BASECO,Options are compatible at LAND USE LEVEL,2025
AB14,CSP20,BASECO,Options are compatible at LAND USE LEVEL,2025
AB14,CSP21,BASECO,Options are compatible at LAND USE LEVEL,2025
AB14,CSP3,BASECO,Options are compatible at LAND USE LEVEL,2025
AB14,CSP7,BASECO,Options are compatible at LAND USE LEVEL,2025
AB14,CSP9,BASECO,Options are compatible at LAND USE LEVEL,2025
AB14,CSW17,BASECO,Options are compatible at LAND USE LEVEL,2025
AB14,CSW19,BASECO,Options are compatible at LAND USE LEVEL,2025
AB14,CWS1,BASECO,Options are compatible at LAND USE LEVEL,2025
AB14,CWS3,BASECO,Options are compatible at LAND USE LEVEL,2025
AB14,FG6,SUPBPA,First option is base for the second option at PARCEL LEVEL,2025
AB14,HRW1,BASECO,Options are compatible at LAND USE LEVEL,2025
AB14,HRW2,BASECO,Options are compatible at LAND USE LEVEL,2025
AB14,HRW3,BASECO,Options are compatible at LAND USE LEVEL,2025
AB14,HS3,BASECO,Options are compatible at LAND USE LEVEL,2025
AB14,HS9,BASECO,Options are compatible at LAND USE LEVEL,2025
AB14,MOR1,BASECO,Options are compatible at LAND USE LEVEL,2025
AB14,OFA1,BASECO,Options are compatible at LAND USE LEVEL,2025
AB14,OFC3,BASECO,Options are compatible at LAND USE LEVEL,2025
AB14,OFM4,BASECO,Options are compatible at LAND USE LEVEL,2025
AB14,OP1,BASECO,Options are compatible at LAND USE LEVEL,2025
AB14,OR3,BASECO,Options are compatible at LAND USE LEVEL,2025
AB14,OT3,BASECO,Options are compatible at LAND USE LEVEL,2025
AB14,PRF1,BASECO,Options are compatible at LAND USE LEVEL,2025
AB14,PRF2,BASECO,Options are compatible at LAND USE LEVEL,2025
AB14,PRF3,BASECO,Options are compatible at LAND USE LEVEL,2025
AB14,PRF4,BASECO,Options are compatible at LAND USE LEVEL,2025
AB14,RP32,BASEPA,Options are NOT compatible at PARCEL LEVEL,2025
AB14,RP33,BASEPA,Options are NOT compatible at PARCEL LEVEL,2025
AB14,SAM1,BASECO,Options are compatible at LAND USE LEVEL,2025
AB14,SAM2,BASECO,Options are compatible at LAND USE LEVEL,2025
AB14,SOH1,BASECO,Options are compatible at LAND USE LEVEL,2025
AB14,SP9,SUPBAS,First option is base for the second option at LAND USE LEVEL,2025
AB14,SW17,BASECO,Options are compatible at LAND USE LEVEL,2025
AB14,SW5,BASECO,Options are compatible at LAND USE LEVEL,2025
AB14,SW6,BASECO,Options are compatible at LAND USE LEVEL,2025
AB14,WT3,BASECO,Options are compatible at LAND USE LEVEL,2025
AB15,AB10,BASECO,Options are compatible at LAND USE LEVEL,2025
AB15,AB11,BASECO,Options are compatible at LAND USE LEVEL,2025
AB15,AB13,BASECO,Options are compatible at LAND USE LEVEL,2025
AB15,AB14,BASECO,Options are compatible at LAND USE LEVEL,2025
AB15,AB16,BASECO,Options are compatible at LAND USE LEVEL,2025
AB15,AB2,BASECO,Options are compatible at LAND USE LEVEL,2025
AB15,AB4,BASECO,Options are compatible at LAND USE LEVEL,2025
AB15,AB5,BASECO,Options are compatible at LAND USE LEVEL,2025
AB15,AB6,BASECO,Options are compatible at LAND USE LEVEL,2025
AB15,AB7,BASECO,Options are compatible at LAND USE LEVEL,2025
AB15,AB9,BASECO,Options are compatible at LAND USE LEVEL,2025
AB15,AGF1,BASECO,Options are compatible at LAND USE LEVEL,2025
AB15,AGF2,BASECO,Options are compatible at LAND USE LEVEL,2025
AB15,AHW5,BASECO,Options are compatible at LAND USE LEVEL,2025
AB15,AHW6,BASECO,Options are compatible at LAND USE LEVEL,2025
AB15,AHW7,BASECO,Options are compatible at LAND USE LEVEL,2025
AB15,BE3,BASECO,Options are compatible at LAND USE LEVEL,2025
AB15,BE6,BASECO,Options are compatible at LAND USE LEVEL,2025
AB15,BE7,BASECO,Options are compatible at LAND USE LEVEL,2025
AB15,CAB2,BASECO,Options are compatible at LAND USE LEVEL,2025
AB15,CAB5,BASECO,Options are compatible at LAND USE LEVEL,2025
AB15,CAB6,BASECO,Options are compatible at LAND USE LEVEL,2025
AB15,CAGF1,BASECO,Options are compatible at LAND USE LEVEL,2025
AB15,CAGF2,BASECO,Options are compatible at LAND USE LEVEL,2025
AB15,CAGF3,BASECO,Options are compatible at LAND USE LEVEL,2025
AB15,CAGF4,BASECO,Options are compatible at LAND USE LEVEL,2025
AB15,CSAM1,BASECO,Options are compatible at LAND USE LEVEL,2025
AB15,CSP1,BASECO,Options are compatible at LAND USE LEVEL,2025
AB15,CSP12,BASECO,Options are compatible at LAND USE LEVEL,2025
AB15,CSP13,BASECO,Options are compatible at LAND USE LEVEL,2025
AB15,CSP14,BASECO,Options are compatible at LAND USE LEVEL,2025
AB15,CSP15,BASECO,Options are compatible at LAND USE LEVEL,2025
AB15,CSP16,BASECO,Options are compatible at LAND USE LEVEL,2025
AB15,CSP17,BASECO,Options are compatible at LAND USE LEVEL,2025
AB15,CSP18,BASECO,Options are compatible at LAND USE LEVEL,2025
AB15,CSP19,BASECO,Options are compatible at LAND USE LEVEL,2025
AB15,CSP20,BASECO,Options are compatible at LAND USE LEVEL,2025
AB15,CSP21,BASECO,Options are compatible at LAND USE LEVEL,2025
AB15,CSP3,BASECO,Options are compatible at LAND USE LEVEL,2025
AB15,CSP7,BASECO,Options are compatible at LAND USE LEVEL,2025
AB15,CSP9,BASECO,Options are compatible at LAND USE LEVEL,2025
AB15,CWS1,BASECO,Options are compatible at LAND USE LEVEL,2025
AB15,CWS3,BASECO,Options are compatible at LAND USE LEVEL,2025
AB15,FG6,SUPBPA,First option is base for the second option at PARCEL LEVEL,2025
AB15,HRW1,BASECO,Options are compatible at LAND USE LEVEL,2025
AB15,HRW2,BASECO,Options are compatible at LAND USE LEVEL,2025
AB15,HRW3,BASECO,Options are compatible at LAND USE LEVEL,2025
AB15,HS3,BASECO,Options are compatible at LAND USE LEVEL,2025
AB15,IPM4,BASECO,Options are compatible at LAND USE LEVEL,2025
AB15,MOR1,BASECO,Options are compatible at LAND USE LEVEL,2025
AB15,PRF1,BASECO,Options are compatible at LAND USE LEVEL,2025
AB15,PRF2,BASECO,Options are compatible at LAND USE LEVEL,2025
AB15,SAM1,BASECO,Options are compatible at LAND USE LEVEL,2025
AB15,SOH1,BASECO,Options are compatible at LAND USE LEVEL,2025
AB15,SP1,SUPBAS,First option is base for the second option at LAND USE LEVEL,2025
AB15,SP9,SUPBAS,First option is base for the second option at LAND USE LEVEL,2025
AB15,SW17,BASECO,Options are compatible at LAND USE LEVEL,2025
AB15,SW5,BASECO,Options are compatible at LAND USE LEVEL,2025
AB15,SW6,BASECO,Options are compatible at LAND USE LEVEL,2025
AB15,WT3,BASECO,Options are compatible at LAND USE LEVEL,2025
AB16,AB10,BASECO,Options are compatible at LAND USE LEVEL,2025
AB16,AB11,BASECO,Options are compatible at LAND USE LEVEL,2025
AB16,AB13,BASECO,Options are compatible at LAND USE LEVEL,2025
AB16,AB14,BASECO,Options are compatible at LAND USE LEVEL,2025
AB16,AB15,BASECO,Options are compatible at LAND USE LEVEL,2025
AB16,AB2,BASECO,Options are compatible at LAND USE LEVEL,2025
AB16,AB4,BASECO,Options are compatible at LAND USE LEVEL,2025
AB16,AB5,BASECO,Options are compatible at LAND USE LEVEL,2025
AB16,AB6,BASECO,Options are compatible at LAND USE LEVEL,2025
AB16,AB7,BASECO,Options are compatible at LAND USE LEVEL,2025
AB16,AB9,BASECO,Options are compatible at LAND USE LEVEL,2025
AB16,AGF1,BASECO,Options are compatible at LAND USE LEVEL,2025
AB16,AGF2,BASECO,Options are compatible at LAND USE LEVEL,2025
AB16,BE3,BASECO,Options are compatible at LAND USE LEVEL,2025
AB16,BE6,BASECO,Options are compatible at LAND USE LEVEL,2025
AB16,BE7,BASECO,Options are compatible at LAND USE LEVEL,2025
AB16,CAB5,BASECO,Options are compatible at LAND USE LEVEL,2025
AB16,CAGF1,BASECO,Options are compatible at LAND USE LEVEL,2025
AB16,CAGF2,BASECO,Options are compatible at LAND USE LEVEL,2025
AB16,CAGF3,BASECO,Options are compatible at LAND USE LEVEL,2025
AB16,CAGF4,BASECO,Options are compatible at LAND USE LEVEL,2025
AB16,CSAM1,BASECO,Options are compatible at LAND USE LEVEL,2025
AB16,CSP1,BASECO,Options are compatible at LAND USE LEVEL,2025
AB16,CSP12,BASECO,Options are compatible at LAND USE LEVEL,2025
AB16,CSP13,BASECO,Options are compatible at LAND USE LEVEL,2025
AB16,CSP14,BASECO,Options are compatible at LAND USE LEVEL,2025
AB16,CSP15,BASECO,Options are compatible at LAND USE LEVEL,2025
AB16,CSP16,BASECO,Options are compatible at LAND USE LEVEL,2025
AB16,CSP17,BASECO,Options are compatible at LAND USE LEVEL,2025
AB16,CSP18,BASECO,Options are compatible at LAND USE LEVEL,2025
AB16,CSP19,BASECO,Options are compatible at LAND USE LEVEL,2025
AB16,CSP20,BASECO,Options are compatible at LAND USE LEVEL,2025
AB16,CSP21,BASECO,Options are compatible at LAND USE LEVEL,2025
AB16,CSP3,BASECO,Options are compatible at LAND USE LEVEL,2025
AB16,CSP7,BASECO,Options are compatible at LAND USE LEVEL,2025
AB16,CSP9,BASECO,Options are compatible at LAND USE LEVEL,2025
AB16,CWS1,BASECO,Options are compatible at LAND USE LEVEL,2025
AB16,CWS3,BASECO,Options are compatible at LAND USE LEVEL,2025
AB16,FG6,SUPBPA,First option is base for the second option at PARCEL LEVEL,2025
AB16,HRW1,BASECO,Options are compatible at LAND USE LEVEL,2025
AB16,HRW2,BASECO,Options are compatible at LAND USE LEVEL,2025
AB16,HRW3,BASECO,Options are compatible at LAND USE LEVEL,2025
AB16,HS3,BASECO,Options are compatible at LAND USE LEVEL,2025
AB16,IPM4,BASECO,Options are compatible at LAND USE LEVEL,2025
AB16,MOR1,BASECO,Options are compatible at LAND USE LEVEL,2025
